order_id,customer_id,product_id,gift_card_id,payment_method,quantity,order_timestamp,payment_timestamp,order_status,shipment_id
ORD-0284,01HQZS3A5R7JWXW3Y842KDXXS1,9609-hxq-6299,NA,PayPal,3,2024-02-19T00:00:00Z,2024-02-21T10:00:00Z,Shipped,SHIP00673
ORD-0285,01HQZS3AAV5SECZ0ENAEW3B6M2,3047-avs-9648,NA,NA,3,2024-02-13T00:00:00Z,2024-02-14T15:00:00Z,Pending Payment,NA
ORD-0286,01HQZS3A9MR2XV2FM0QJH2A70J,2130-djy-0035,f849fbc5-91d6-453d-8948-f9ef9a443b14,Gift Card,4,2024-02-25T00:00:00Z,2024-02-27T04:00:00Z,Processing,SHIP00807
ORD-0287,01HQZS3ADAR9Z4QW94SJCE7WGJ,4895-nnr-6380,NA,NA,1,2024-02-29T00:00:00Z,2024-03-01T08:00:00Z,Pending Payment,NA
ORD-0288,01HQZS38SFBRSN3RB2RGW5RKQR,6122-rto-7326,NA,NA,3,2024-02-14T00:00:00Z,2024-02-15T08:00:00Z,Pending Payment,NA
ORD-0289,01HQZS3AE36SXDAYSFRWCC3EDH,1478-dkc-7267,NA,Credit Card,1,2024-02-04T00:00:00Z,2024-02-06T12:00:00Z,Out for Delivery,SHIP00966
ORD-0290,01HQZS38ME4HZH8JQN977RFTE8,4584-tdj-8833,NA,PayPal,3,2024-02-23T00:00:00Z,2024-02-25T04:00:00Z,Cancelled,NA
ORD-0291,01HQZS39EB5YNBV1PD9967KY2A,3345-bxq-2562,NA,Debit Card,2,2024-02-02T00:00:00Z,2024-02-04T13:00:00Z,Cancelled,NA
ORD-0292,01HQZS38ME4HZH8JQN977RFTE8,9609-hxq-6299,NA,PayPal,2,2024-02-26T00:00:00Z,2024-02-28T15:00:00Z,Delivered,SHIP00008
ORD-0293,01HQZS38RHAP1J8EZHKCEGWT7E,8063-iwl-2754,NA,Credit Card,4,2024-02-11T00:00:00Z,2024-02-11T04:00:00Z,Out for Delivery,SHIP00124
ORD-0294,01HQZS38WG8S1THR49J3J5XZ8S,2128-nbv-7952,8441bf2f-934f-431d-84d5-214e4b0d4a77,Gift Card,5,2024-02-12T00:00:00Z,2024-02-14T16:00:00Z,Shipped,SHIP00221
ORD-0295,01HQZS39EB5YNBV1PD9967KY2A,8535-oih-1501,NA,Debit Card,4,2024-02-06T00:00:00Z,2024-02-07T10:00:00Z,Processing,SHIP00477
ORD-0296,01HQZS39R51SVV41TZN1PHCRB4,5546-xzt-7707,NA,Debit Card,2,2024-02-01T00:00:00Z,2024-02-03T20:00:00Z,Shipped,SHIP00645
ORD-0297,01HQZS3A9MR2XV2FM0QJH2A70J,6211-swd-9194,NA,PayPal,5,2024-02-05T00:00:00Z,2024-02-08T00:00:00Z,Delivered,SHIP00801
ORD-0298,01HQZS38ME4HZH8JQN977RFTE8,6886-vkq-9248,NA,PayPal,4,2024-02-29T00:00:00Z,2024-02-29T03:00:00Z,Cancelled,NA
ORD-0299,01HQZS39CVXQAP4MFM5J52YAC2,2815-ert-8256,NA,Credit Card,1,2024-02-14T00:00:00Z,2024-02-15T17:00:00Z,Out for Delivery,SHIP00355
ORD-0300,01HQZS39NTPRK044E5R6BW75E7,1621-tzo-6773,NA,PayPal,2,2024-02-08T00:00:00Z,2024-02-11T00:00:00Z,Out for Delivery,SHIP00605
ORD-0301,01HQZS3A7SBWQ5J00MDQBSQZVM,9643-ejb-9562,NA,Credit Card,1,2024-02-22T00:00:00Z,2024-02-23T15:00:00Z,Out for Delivery,SHIP00747
ORD-0302,01HQZS38RHAP1J8EZHKCEGWT7E,6606-fox-4369,984b5c34-88d0-43d6-9d55-5d80c61ae676,Gift Card,3,2024-02-17T00:00:00Z,2024-02-18T16:00:00Z,Out for Delivery,SHIP00121
ORD-0303,01HQZS39DJSQHXNYSYEYA1V1BF,4584-tdj-8833,NA,Debit Card,2,2024-02-17T00:00:00Z,2024-02-17T04:00:00Z,Shipped,SHIP00410
ORD-0304,01HQZS39N71RXPCMSHSNRACWMS,0125-sqt-6811,NA,PayPal,5,2024-02-05T00:00:00Z,2024-02-07T05:00:00Z,Processing,SHIP00586
ORD-0305,01HQZS3A5AB1WWWYK9Q2KPHERF,4584-tdj-8833,NA,Credit Card,5,2024-02-04T00:00:00Z,2024-02-06T09:00:00Z,Cancelled,NA
ORD-0306,01HQZS39CYBC3S62XKZ2B3B5VZ,9174-pjf-7215,NA,Debit Card,2,2024-02-08T00:00:00Z,2024-02-09T07:00:00Z,Cancelled,NA
ORD-0307,01HQZS39NWNM280ZX4PTT0SFT4,8006-lks-4726,NA,Debit Card,1,2024-02-15T00:00:00Z,2024-02-16T00:00:00Z,Shipped,SHIP00619
ORD-0308,01HQZS3A96Y59XMJJ46835PC5K,8994-zxo-6452,31f49c64-f08f-479e-805a-9f0faa8590eb,Gift Card,4,2024-02-05T00:00:00Z,2024-02-06T00:00:00Z,Cancelled,NA
ORD-0309,01HQZS3AEAY0505E0S36TJ2FXV,4584-tdj-8833,NA,Credit Card,5,2024-02-04T00:00:00Z,2024-02-04T11:00:00Z,Delivered,SHIP00985
ORD-0310,01HQZS39C4CP9WYFXBCMDF1MFP,6435-vkg-5769,NA,Credit Card,2,2024-02-19T00:00:00Z,2024-02-20T03:00:00Z,Shipped,SHIP00346
ORD-0311,01HQZS3ACMRNXCXYEBVGYF4AH4,4163-cos-4183,NA,Credit Card,4,2024-02-29T00:00:00Z,2024-03-01T14:00:00Z,Out for Delivery,SHIP00899
ORD-0312,01HQZS3ACMRNXCXYEBVGYF4AH4,2815-ert-8256,NA,PayPal,2,2024-02-14T00:00:00Z,2024-02-14T01:00:00Z,Cancelled,NA
ORD-0313,01HQZS38ZKM98M99APTJ277HG7,8006-lks-4726,NA,Credit Card,5,2024-02-01T00:00:00Z,2024-02-03T03:00:00Z,Shipped,SHIP00340
ORD-0314,01HQZS3AB446YGT89H89T4ZW63,9600-jzo-7284,NA,NA,5,2024-02-19T00:00:00Z,2024-02-20T11:00:00Z,Pending Payment,NA
ORD-0315,01HQZS39R51SVV41TZN1PHCRB4,3835-may-3630,NA,NA,4,2024-02-25T00:00:00Z,2024-02-25T18:00:00Z,Pending Payment,NA
ORD-0316,01HQZS3ADNG53G44V6EN783QQD,9103-pfw-2928,NA,Credit Card,3,2024-02-15T00:00:00Z,2024-02-15T08:00:00Z,Cancelled,NA
ORD-0317,01HQZS39E90ZAJ60EZQZW2D4GT,1478-dkc-7267,NA,PayPal,3,2024-02-23T00:00:00Z,2024-02-25T00:00:00Z,Delivered,SHIP00464
ORD-0318,01HQZS39P3DARVE8A1P2VZVPG7,5747-sbn-8882,NA,Debit Card,3,2024-02-18T00:00:00Z,2024-02-19T10:00:00Z,Cancelled,NA
ORD-0319,01HQZS38WEDQXH6AW7MBAW6TFZ,4895-nnr-6380,NA,Debit Card,5,2024-02-22T00:00:00Z,2024-02-22T18:00:00Z,Shipped,SHIP00205
ORD-0320,01HQZS39R51SVV41TZN1PHCRB4,2969-cmd-8655,NA,Debit Card,5,2024-02-16T00:00:00Z,2024-02-17T20:00:00Z,Processing,SHIP00636
ORD-0321,01HQZS38QJBCBRXYQCFV4SN48Q,5534-fql-1567,NA,PayPal,3,2024-02-14T00:00:00Z,2024-02-14T17:00:00Z,Delivered,SHIP00086
ORD-0322,01HQZS39N71RXPCMSHSNRACWMS,3700-yod-2141,NA,PayPal,2,2024-02-18T00:00:00Z,2024-02-20T15:00:00Z,Shipped,SHIP00584
ORD-0323,01HQZS39D0XW2VA2B455P9HEE0,2583-nlk-0805,NA,NA,3,2024-02-17T00:00:00Z,2024-02-17T15:00:00Z,Pending Payment,NA
ORD-0324,01HQZS3ADKTGF34K6XJEKBJCAP,9103-pfw-2928,a6e7f558-f57b-477d-8de5-a53c0cbaadac,Gift Card,4,2024-02-09T00:00:00Z,2024-02-11T05:00:00Z,Cancelled,NA
ORD-0325,01HQZS38YBSDA3RJ0RT9AT3AA7,0035-nrm-7502,NA,NA,5,2024-02-29T00:00:00Z,2024-02-29T21:00:00Z,Pending Payment,NA
ORD-0326,01HQZS3ADKTGF34K6XJEKBJCAP,3345-bxq-2562,NA,PayPal,1,2024-02-15T00:00:00Z,2024-02-15T23:00:00Z,Processing,SHIP00949
ORD-0327,01HQZS3A6G0XVEQ9MV1A99A1PR,6915-bdh-7259,NA,NA,4,2024-02-27T00:00:00Z,2024-02-28T21:00:00Z,Pending Payment,NA
ORD-0328,01HQZS39C4CP9WYFXBCMDF1MFP,2658-nib-8410,NA,NA,4,2024-02-11T00:00:00Z,2024-02-13T13:00:00Z,Pending Payment,NA
ORD-0329,01HQZS3AE4QHXSTDGVP00FH952,9468-tdt-5532,NA,PayPal,1,2024-02-23T00:00:00Z,2024-02-23T16:00:00Z,Cancelled,NA
ORD-0330,01HQZS38VZCZNV804KD1PSRH1C,3448-zlg-3622,1a3db20e-61a5-472d-a93e-23172d63a030,Gift Card,4,2024-02-25T00:00:00Z,2024-02-26T11:00:00Z,Out for Delivery,SHIP00200
ORD-0331,01HQZS39DSG9P5W8TA9C2TT93A,4895-nnr-6380,NA,Credit Card,5,2024-02-29T00:00:00Z,2024-03-02T03:00:00Z,Delivered,SHIP00434
ORD-0332,01HQZS39DEQDTJC46WNPM76N2G,4679-svc-8606,NA,NA,1,2024-02-16T00:00:00Z,2024-02-17T17:00:00Z,Pending Payment,NA
ORD-0333,01HQZS3ACT7VQEQ9TRK3S38NSD,6886-vkq-9248,NA,NA,1,2024-02-23T00:00:00Z,2024-02-24T14:00:00Z,Pending Payment,NA
ORD-0334,01HQZS3ADAR9Z4QW94SJCE7WGJ,0125-sqt-6811,NA,Debit Card,3,2024-02-22T00:00:00Z,2024-02-23T05:00:00Z,Cancelled,NA
ORD-0335,01HQZS39DMN8WYAP4086FZGP7A,2825-roz-9932,NA,NA,2,2024-02-11T00:00:00Z,2024-02-11T19:00:00Z,Pending Payment,NA
ORD-0336,01HQZS39D0XW2VA2B455P9HEE0,2183-bnm-4747,NA,Debit Card,1,2024-02-13T00:00:00Z,2024-02-14T21:00:00Z,Delivered,SHIP00379
ORD-0337,01HQZS39CVXQAP4MFM5J52YAC2,4584-tdj-8833,ab7c3630-6548-4d54-b5b7-f4dc59d5cb99,Gift Card,1,2024-02-20T00:00:00Z,2024-02-21T12:00:00Z,Out for Delivery,SHIP00357
ORD-0338,01HQZS38ZDNERDCMWBHE93T6HW,0035-nrm-7502,NA,Credit Card,1,2024-02-19T00:00:00Z,2024-02-21T12:00:00Z,Cancelled,NA
ORD-0339,01HQZS3AA5B6Q0ZGTDH6M8HP1G,9786-afp-1463,NA,Credit Card,2,2024-02-27T00:00:00Z,2024-02-27T10:00:00Z,Delivered,SHIP00816
ORD-0340,01HQZS38QX5VBYYWBPF6S7NRQY,2128-nbv-7952,NA,PayPal,1,2024-02-24T00:00:00Z,2024-02-26T04:00:00Z,Cancelled,NA
ORD-0341,01HQZS3AE4QHXSTDGVP00FH952,2583-nlk-0805,NA,Credit Card,2,2024-02-08T00:00:00Z,2024-02-08T20:00:00Z,Processing,SHIP00979
ORD-0342,01HQZS38VP866REFGWD7JVN2RY,4584-tdj-8833,NA,PayPal,5,2024-02-29T00:00:00Z,2024-03-02T03:00:00Z,Shipped,SHIP00191
ORD-0343,01HQZS3A98YQAJT8W2FG6CQXH2,3417-zjy-8973,NA,Debit Card,4,2024-02-14T00:00:00Z,2024-02-15T09:00:00Z,Processing,SHIP00793
ORD-0344,01HQZS3A7SBWQ5J00MDQBSQZVM,9786-afp-1463,NA,Debit Card,2,2024-02-01T00:00:00Z,2024-02-02T06:00:00Z,Delivered,SHIP00745
ORD-0345,01HQZS3ADKTGF34K6XJEKBJCAP,9825-oll-3303,NA,Credit Card,2,2024-02-01T00:00:00Z,2024-02-03T21:00:00Z,Shipped,SHIP00936
ORD-0346,01HQZS38ZKM98M99APTJ277HG7,9468-tdt-5532,NA,Debit Card,4,2024-02-28T00:00:00Z,2024-02-28T16:00:00Z,Shipped,SHIP00332
ORD-0347,01HQZS38XY89ACWNM9CFSDD5YJ,0989-puw-7394,NA,PayPal,4,2024-02-09T00:00:00Z,2024-02-10T10:00:00Z,Cancelled,NA
ORD-0348,01HQZS3ACA7KDDAAZWS087T2JD,5801-dny-6002,NA,PayPal,5,2024-02-17T00:00:00Z,2024-02-19T06:00:00Z,Delivered,SHIP00878
ORD-0349,01HQZS39EGQ1606P9RMN3PXQ0P,0443-tnx-6485,NA,Credit Card,5,2024-02-29T00:00:00Z,2024-03-02T11:00:00Z,Cancelled,NA
ORD-0350,01HQZS39E4SQTDS3T424YTX44F,9415-ujd-3311,38c19ba5-68a8-47ac-9f59-e2da5ca6d5e4,Gift Card,3,2024-02-10T00:00:00Z,2024-02-10T20:00:00Z,Shipped,SHIP00455
ORD-0351,01HQZS39R51SVV41TZN1PHCRB4,5546-xzt-7707,NA,Debit Card,5,2024-02-24T00:00:00Z,2024-02-25T08:00:00Z,Cancelled,NA
ORD-0352,01HQZS3A9MR2XV2FM0QJH2A70J,9988-aoi-8438,NA,Credit Card,1,2024-02-15T00:00:00Z,2024-02-17T21:00:00Z,Processing,SHIP00805
ORD-0353,01HQZS3ADQEN81VBF6DPCQ4K19,2183-bnm-4747,e6940482-ce67-4558-b807-abcd736db07e,Gift Card,4,2024-02-06T00:00:00Z,2024-02-08T00:00:00Z,Cancelled,NA
ORD-0354,01HQZS3A98YQAJT8W2FG6CQXH2,5504-jsr-4763,NA,Credit Card,3,2024-02-14T00:00:00Z,2024-02-14T12:00:00Z,Processing,SHIP00790
ORD-0355,01HQZS39DJSQHXNYSYEYA1V1BF,2179-kqi-1903,NA,Credit Card,5,2024-02-25T00:00:00Z,2024-02-27T07:00:00Z,Shipped,SHIP00419
ORD-0356,01HQZS39D985AD55EZ746WF0QR,4488-xnr-2917,NA,Debit Card,4,2024-02-23T00:00:00Z,2024-02-24T06:00:00Z,Processing,SHIP00387
ORD-0357,01HQZS39DJSQHXNYSYEYA1V1BF,2627-kdl-2059,NA,Debit Card,3,2024-02-28T00:00:00Z,2024-02-29T23:00:00Z,Delivered,SHIP00412
ORD-0358,01HQZS3ADQEN81VBF6DPCQ4K19,6933-gij-4050,335c009f-5b60-484f-8758-839ec7615bee,Gift Card,1,2024-02-11T00:00:00Z,2024-02-11T01:00:00Z,Delivered,SHIP00964
ORD-0359,01HQZS38X6AS3MVQ7D55XBCRWH,6972-vrt-0892,6ce3f099-c1b3-4edc-af71-6ff2cfd91b70,Gift Card,1,2024-02-08T00:00:00Z,2024-02-08T12:00:00Z,Out for Delivery,SHIP00245
ORD-0360,01HQZS38RHAP1J8EZHKCEGWT7E,6331-fmm-8857,NA,PayPal,3,2024-02-18T00:00:00Z,2024-02-21T00:00:00Z,Processing,SHIP00125
ORD-0361,01HQZS38VHYD24F1VP0CYKGBND,8396-fjt-9291,NA,Credit Card,4,2024-02-16T00:00:00Z,2024-02-16T07:00:00Z,Delivered,SHIP00180
ORD-0362,01HQZS38VHYD24F1VP0CYKGBND,9103-pfw-2928,NA,Debit Card,5,2024-02-09T00:00:00Z,2024-02-09T10:00:00Z,Shipped,SHIP00179
ORD-0363,01HQZS3ADAR9Z4QW94SJCE7WGJ,3182-bjo-1551,78b912c1-f720-4752-8e87-67c0a6bc4176,Gift Card,5,2024-02-06T00:00:00Z,2024-02-08T04:00:00Z,Cancelled,NA
ORD-0364,01HQZS3AAV5SECZ0ENAEW3B6M2,4805-cpu-8275,c91908fb-8563-4b4f-a9ec-b6abee0ace88,Gift Card,5,2024-02-16T00:00:00Z,2024-02-18T22:00:00Z,Shipped,SHIP00822
ORD-0365,01HQZS3ADKTGF34K6XJEKBJCAP,5116-vjq-2956,33c23ef2-ca02-4c77-ba7d-6ad49fdcceeb,Gift Card,4,2024-02-24T00:00:00Z,2024-02-24T05:00:00Z,Out for Delivery,SHIP00933
ORD-0366,01HQZS39DEQDTJC46WNPM76N2G,7822-ldb-4335,NA,PayPal,5,2024-02-23T00:00:00Z,2024-02-23T07:00:00Z,Delivered,SHIP00406
ORD-0367,01HQZS38Q41N1V3BRC4WVPCE8R,6972-vrt-0892,NA,PayPal,4,2024-02-09T00:00:00Z,2024-02-11T20:00:00Z,Processing,SHIP00065
ORD-0368,01HQZS39D0XW2VA2B455P9HEE0,9967-vwx-1684,NA,PayPal,3,2024-02-24T00:00:00Z,2024-02-25T14:00:00Z,Delivered,SHIP00377
ORD-0369,01HQZS3A6YSS03C1PYDB0JNFBA,5004-ezb-9817,NA,PayPal,5,2024-02-04T00:00:00Z,2024-02-05T17:00:00Z,Processing,SHIP00724
ORD-0370,01HQZS3A98YQAJT8W2FG6CQXH2,8415-qhe-4590,NA,Debit Card,2,2024-02-12T00:00:00Z,2024-02-14T05:00:00Z,Processing,SHIP00792
ORD-0371,01HQZS39NTPRK044E5R6BW75E7,2130-djy-0035,59d6bf85-c506-4689-bfd8-928e75ac745a,Gift Card,2,2024-02-11T00:00:00Z,2024-02-13T20:00:00Z,Shipped,SHIP00608
ORD-0372,01HQZS3A9MR2XV2FM0QJH2A70J,5504-jsr-4763,NA,Debit Card,4,2024-02-02T00:00:00Z,2024-02-03T21:00:00Z,Delivered,SHIP00802
ORD-0373,01HQZS38QVTXRTE5KZF8QXAVRH,5560-fhk-6807,NA,Debit Card,2,2024-02-28T00:00:00Z,2024-02-28T16:00:00Z,Delivered,SHIP00107
ORD-0374,01HQZS38ME4HZH8JQN977RFTE8,6211-swd-9194,NA,PayPal,2,2024-02-05T00:00:00Z,2024-02-06T21:00:00Z,Shipped,SHIP00005
ORD-0375,01HQZS38T570T4KMRA5WS6Y6AY,9988-aoi-8438,NA,PayPal,1,2024-02-29T00:00:00Z,2024-02-29T06:00:00Z,Processing,SHIP00173
ORD-0376,01HQZS3A847JNKQM3H47SEA4CP,1018-yyz-6226,NA,NA,5,2024-02-28T00:00:00Z,2024-02-28T17:00:00Z,Pending Payment,NA
ORD-0377,01HQZS38RHAP1J8EZHKCEGWT7E,3417-zjy-8973,NA,PayPal,4,2024-02-09T00:00:00Z,2024-02-11T06:00:00Z,Shipped,SHIP00118
ORD-0378,01HQZS38YBSDA3RJ0RT9AT3AA7,9415-ujd-3311,NA,PayPal,2,2024-02-07T00:00:00Z,2024-02-07T23:00:00Z,Out for Delivery,SHIP00288
ORD-0379,01HQZS38XY89ACWNM9CFSDD5YJ,3700-yod-2141,NA,NA,5,2024-02-28T00:00:00Z,2024-03-01T22:00:00Z,Pending Payment,NA
ORD-0380,01HQZS38VZCZNV804KD1PSRH1C,2627-kdl-2059,c1fb7934-40ca-4ae0-8b09-e0280f38c1ec,Gift Card,2,2024-02-18T00:00:00Z,2024-02-19T06:00:00Z,Out for Delivery,SHIP00195
ORD-0381,01HQZS3ADKTGF34K6XJEKBJCAP,9377-uoq-1066,NA,Debit Card,1,2024-02-09T00:00:00Z,2024-02-09T10:00:00Z,Cancelled,NA
ORD-0382,01HQZS3A6YSS03C1PYDB0JNFBA,1372-kfx-6860,NA,Credit Card,3,2024-02-13T00:00:00Z,2024-02-15T19:00:00Z,Out for Delivery,SHIP00725
ORD-0383,01HQZS38S6V458Z042MDVYJ59D,2627-kdl-2059,NA,PayPal,2,2024-02-01T00:00:00Z,2024-02-02T18:00:00Z,Processing,SHIP00146
ORD-0384,01HQZS3A4PFHZCJBQ5JEN1Q9Y6,3345-bxq-2562,NA,PayPal,2,2024-02-02T00:00:00Z,2024-02-04T02:00:00Z,Cancelled,NA
ORD-0385,01HQZS39C4CP9WYFXBCMDF1MFP,8612-swk-4072,NA,Debit Card,4,2024-02-19T00:00:00Z,2024-02-21T02:00:00Z,Processing,SHIP00352
ORD-0386,01HQZS39EGQ1606P9RMN3PXQ0P,6933-gij-4050,NA,Credit Card,2,2024-02-26T00:00:00Z,2024-02-27T02:00:00Z,Shipped,SHIP00491
ORD-0387,01HQZS38ZDNERDCMWBHE93T6HW,5560-fhk-6807,NA,NA,5,2024-02-07T00:00:00Z,2024-02-09T21:00:00Z,Pending Payment,NA
ORD-0388,01HQZS3A96Y59XMJJ46835PC5K,9825-oll-3303,NA,PayPal,2,2024-02-29T00:00:00Z,2024-03-01T23:00:00Z,Shipped,SHIP00784
ORD-0389,01HQZS38XHRJME10Q4N4DA3NF3,9897-mvb-8129,NA,NA,2,2024-02-18T00:00:00Z,2024-02-18T15:00:00Z,Pending Payment,NA
ORD-0390,01HQZS39EB5YNBV1PD9967KY2A,2333-eej-0339,NA,Credit Card,4,2024-02-04T00:00:00Z,2024-02-06T18:00:00Z,Processing,SHIP00479
ORD-0391,01HQZS38QX5VBYYWBPF6S7NRQY,0213-xoa-6636,NA,NA,1,2024-02-10T00:00:00Z,2024-02-12T15:00:00Z,Pending Payment,NA
ORD-0392,01HQZS39FS52NS4NXF080CAZE9,0125-sqt-6811,af7f4a7d-0753-4433-b571-0b6a5cd48bd3,Gift Card,2,2024-02-09T00:00:00Z,2024-02-11T21:00:00Z,Processing,SHIP00510
ORD-0393,01HQZS38XHRJME10Q4N4DA3NF3,8716-cfp-4500,NA,Debit Card,5,2024-02-03T00:00:00Z,2024-02-03T17:00:00Z,Delivered,SHIP00262
ORD-0394,01HQZS39P3DARVE8A1P2VZVPG7,7725-oen-4925,NA,Debit Card,2,2024-02-24T00:00:00Z,2024-02-26T22:00:00Z,Delivered,SHIP00629
ORD-0395,01HQZS39EGQ1606P9RMN3PXQ0P,9377-uoq-1066,NA,Credit Card,2,2024-02-07T00:00:00Z,2024-02-08T05:00:00Z,Shipped,SHIP00490
ORD-0396,01HQZS3A7SBWQ5J00MDQBSQZVM,9988-aoi-8438,NA,PayPal,3,2024-02-25T00:00:00Z,2024-02-27T14:00:00Z,Processing,SHIP00743
ORD-0397,01HQZS39E4SQTDS3T424YTX44F,0125-sqt-6811,77ca0252-c09c-4cd3-941d-f8e424157de2,Gift Card,2,2024-02-22T00:00:00Z,2024-02-23T06:00:00Z,Processing,SHIP00456
ORD-0398,01HQZS39F451Z7XKPKDSFVC9XS,7416-fxi-4079,NA,Credit Card,2,2024-02-18T00:00:00Z,2024-02-20T21:00:00Z,Delivered,SHIP00492
ORD-0399,01HQZS38NM1G3K5K605GW27GF5,8535-oih-1501,NA,PayPal,2,2024-02-07T00:00:00Z,2024-02-07T04:00:00Z,Cancelled,NA
ORD-0400,01HQZS3A96Y59XMJJ46835PC5K,8415-qhe-4590,NA,Debit Card,1,2024-02-14T00:00:00Z,2024-02-14T14:00:00Z,Shipped,SHIP00785
ORD-0401,01HQZS38RX3DP4C776K8W3G24B,8396-fjt-9291,NA,Credit Card,1,2024-02-06T00:00:00Z,2024-02-08T10:00:00Z,Cancelled,NA
ORD-0402,01HQZS38T570T4KMRA5WS6Y6AY,1478-dkc-7267,NA,PayPal,1,2024-02-19T00:00:00Z,2024-02-19T21:00:00Z,Out for Delivery,SHIP00172
ORD-0403,01HQZS39M5YDD6XFANZ1ETWMT8,9574-brk-9651,f849fbc5-91d6-453d-8948-f9ef9a443b14,Gift Card,1,2024-02-14T00:00:00Z,2024-02-16T22:00:00Z,Shipped,SHIP00572
ORD-0404,01HQZS38MN48X875MM6MARW11P,8006-lks-4726,388a6ff2-0a12-48e6-ba4c-e0efe70068ed,Gift Card,2,2024-02-16T00:00:00Z,2024-02-17T01:00:00Z,Cancelled,NA
ORD-0405,01HQZS3AE36SXDAYSFRWCC3EDH,7505-uvd-4592,NA,PayPal,2,2024-02-02T00:00:00Z,2024-02-04T00:00:00Z,Delivered,SHIP00972
ORD-0406,01HQZS38ZDNERDCMWBHE93T6HW,3183-hlz-0188,NA,NA,5,2024-02-22T00:00:00Z,2024-02-24T15:00:00Z,Pending Payment,NA
ORD-0407,01HQZS39E90ZAJ60EZQZW2D4GT,1621-tzo-6773,NA,Credit Card,5,2024-02-27T00:00:00Z,2024-02-28T10:00:00Z,Cancelled,NA
ORD-0408,01HQZS3A72WHNQVT800NKTXQ6S,5546-xzt-7707,0f24c451-d586-4b6e-9093-0d2cfe66a5bb,Gift Card,2,2024-02-11T00:00:00Z,2024-02-12T03:00:00Z,Out for Delivery,SHIP00736
ORD-0409,01HQZS3AF4X15137J7C9PECPT6,5004-ezb-9817,NA,PayPal,2,2024-02-12T00:00:00Z,2024-02-12T10:00:00Z,Shipped,SHIP00998
ORD-0410,01HQZS39DVPM3HF4YF4H6380RT,3506-ltd-9892,cb88deba-ae1a-44c4-8d20-d1e43ced47ce,Gift Card,3,2024-02-17T00:00:00Z,2024-02-19T03:00:00Z,Delivered,SHIP00440
ORD-0411,01HQZS38QSSJ1MYD0C10WENNF5,0981-nix-4408,NA,Credit Card,1,2024-02-13T00:00:00Z,2024-02-14T04:00:00Z,Cancelled,NA
ORD-0412,01HQZS39DJSQHXNYSYEYA1V1BF,2969-cmd-8655,NA,Debit Card,2,2024-02-05T00:00:00Z,2024-02-05T22:00:00Z,Delivered,SHIP00408
ORD-0413,01HQZS38WG8S1THR49J3J5XZ8S,2969-cmd-8655,NA,PayPal,2,2024-02-07T00:00:00Z,2024-02-08T13:00:00Z,Delivered,SHIP00217
ORD-0414,01HQZS3ACT7VQEQ9TRK3S38NSD,2583-nlk-0805,NA,Debit Card,3,2024-02-27T00:00:00Z,2024-02-27T03:00:00Z,Shipped,SHIP00913
ORD-0415,01HQZS38SYW9JTKG2X31JWW224,2130-djy-0035,NA,Credit Card,1,2024-02-16T00:00:00Z,2024-02-17T19:00:00Z,Delivered,SHIP00168
ORD-0416,01HQZS3A98YQAJT8W2FG6CQXH2,2183-bnm-4747,NA,Debit Card,2,2024-02-25T00:00:00Z,2024-02-27T20:00:00Z,Cancelled,NA
ORD-0417,01HQZS3AAV5SECZ0ENAEW3B6M2,9468-tdt-5532,NA,NA,1,2024-02-20T00:00:00Z,2024-02-20T07:00:00Z,Pending Payment,NA
ORD-0418,01HQZS39M5YDD6XFANZ1ETWMT8,2658-nib-8410,b0f19604-df32-40d9-adbe-b732fad0622a,Gift Card,5,2024-02-10T00:00:00Z,2024-02-12T06:00:00Z,Delivered,SHIP00573
ORD-0419,01HQZS38QJBCBRXYQCFV4SN48Q,8772-xef-9597,NA,NA,4,2024-02-14T00:00:00Z,2024-02-16T15:00:00Z,Pending Payment,NA
ORD-0420,01HQZS39FS52NS4NXF080CAZE9,9468-tdt-5532,NA,PayPal,2,2024-02-01T00:00:00Z,2024-02-02T11:00:00Z,Cancelled,NA
ORD-0421,01HQZS38QVTXRTE5KZF8QXAVRH,3448-zlg-3622,NA,NA,4,2024-02-08T00:00:00Z,2024-02-09T03:00:00Z,Pending Payment,NA
ORD-0422,01HQZS38Q41N1V3BRC4WVPCE8R,4584-tdj-8833,NA,Debit Card,5,2024-02-06T00:00:00Z,2024-02-08T20:00:00Z,Cancelled,NA
ORD-0423,01HQZS38NFAMVH5N51426R4G37,6122-rto-7326,NA,Credit Card,3,2024-02-09T00:00:00Z,2024-02-11T06:00:00Z,Shipped,SHIP00029
ORD-0424,01HQZS38XQRJRSHMAGT8ZB6JWR,3417-zjy-8973,b640f8a8-d182-43fc-950f-535fe731b37f,Gift Card,1,2024-02-01T00:00:00Z,2024-02-03T18:00:00Z,Cancelled,NA
ORD-0425,01HQZS39EGQ1606P9RMN3PXQ0P,8396-fjt-9291,NA,PayPal,4,2024-02-08T00:00:00Z,2024-02-08T22:00:00Z,Cancelled,NA
ORD-0426,01HQZS3A5AB1WWWYK9Q2KPHERF,1018-yyz-6226,NA,Credit Card,3,2024-02-19T00:00:00Z,2024-02-21T05:00:00Z,Delivered,SHIP00671
ORD-0427,01HQZS3A6YSS03C1PYDB0JNFBA,0989-puw-7394,NA,Debit Card,2,2024-02-14T00:00:00Z,2024-02-15T13:00:00Z,Shipped,SHIP00709
